question,error,domain,country,organization_name,confidence
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SAN MARINO?",,SCIENCE & TECHNOLOGY,SAN MARINO,"Secretary of State for Industry, Handicraft, Commerce, Research and Telecommunications of San Marino",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MOROCCO?",,SCIENCE & TECHNOLOGY,MOROCCO,"Ministry of Higher Education, Scientific Research and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in JAMAICA?",,SCIENCE & TECHNOLOGY,JAMAICA,"Ministry of Science, Energy, Telecommunications and Transport (MSETT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in TUVALU?",,SCIENCE & TECHNOLOGY,TUVALU,"Ministry of Transport, Energy, Communications and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BOTSWANA?",,SCIENCE & TECHNOLOGY,BOTSWANA,"Ministry of Tertiary Education, Research, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in JAPAN?",,SCIENCE & TECHNOLOGY,JAPAN,"Ministry of Education, Culture, Sports, Science and Technology (MEXT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in EQUATORIAL GUINEA?",,SCIENCE & TECHNOLOGY,EQUATORIAL GUINEA,Scientific and Technological Research Council (CICTE),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MOZAMBIQUE?",,SCIENCE & TECHNOLOGY,MOZAMBIQUE,"Ministry of Science and Technology, Higher Education and Professional Technical",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ERITREA?",,SCIENCE & TECHNOLOGY,ERITREA,Eritrean Science and Technology Development Agency (ESTDA),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SAO TOME & PRINCIPE?",,SCIENCE & TECHNOLOGY,SAO TOME & PRINCIPE,"Ministry of Education, Culture and Science",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in UGANDA?",,SCIENCE & TECHNOLOGY,UGANDA,"Ministry of Science, Technology and Innovation (MOSTI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in JORDAN?",,SCIENCE & TECHNOLOGY,JORDAN,Ministry of Digital Economy and Entrepreneurship,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BRAZIL?",,SCIENCE & TECHNOLOGY,BRAZIL,"Ministry of Science, Technology and Innovation (Ministério da Ciência, Tecnologia e Inovação - MCTI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SAUDI ARABIA?",,SCIENCE & TECHNOLOGY,SAUDI ARABIA,Ministry of Communications and Information Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BRUNEI?",,SCIENCE & TECHNOLOGY,BRUNEI,Ministry of Development,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in UKRAINE?",,SCIENCE & TECHNOLOGY,UKRAINE,Ministry of Education and Science of Ukraine,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ESTONIA?",,SCIENCE & TECHNOLOGY,ESTONIA,Ministry of Education and Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in KAZAKHSTAN?",,SCIENCE & TECHNOLOGY,KAZAKHSTAN,Ministry of Science and Higher Education of the Republic of Kazakhstan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NAMIBIA?",,SCIENCE & TECHNOLOGY,NAMIBIA,"Ministry of Higher Education, Technology and Innovation (MHETI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in UNITED ARAB EMIRATES?",,SCIENCE & TECHNOLOGY,UNITED ARAB EMIRATES,Ministry of Industry and Advanced Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MYANMAR?",,SCIENCE & TECHNOLOGY,MYANMAR,Ministry of Science and Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SENEGAL?",,SCIENCE & TECHNOLOGY,SENEGAL,"Ministry of Higher Education, Research and Innovation (Ministère de l’Enseignement Supérieur, de la Recherche et de l’Innovation, MESRI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CHAD?",,SCIENCE & TECHNOLOGY,CHAD,Ministry of Posts and New Information and Communication Technologies,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ESWATINI?",,SCIENCE & TECHNOLOGY,ESWATINI,"Ministry of Information, Communication and Technology (MICT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in KENYA?",,SCIENCE & TECHNOLOGY,KENYA,"Ministry of Education (State Department for Science, Research and Innovation)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SERBIA?",,SCIENCE & TECHNOLOGY,SERBIA,"Ministry of Science, Technological Development and Innovation of the Republic of Serbia",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in UNITED KINGDOM?",,SCIENCE & TECHNOLOGY,UNITED KINGDOM,"Department for Science, Innovation and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BULGARIA?",,SCIENCE & TECHNOLOGY,BULGARIA,Ministry of Education and Science,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NAURU?",,SCIENCE & TECHNOLOGY,NAURU,"Ministry of Commerce, Industry and Environment",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ETHIOPIA?",,SCIENCE & TECHNOLOGY,ETHIOPIA,Ministry of Innovation and Technology (MInT),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in KIRIBATI?",,SCIENCE & TECHNOLOGY,KIRIBATI,"Ministry of Education, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NEPAL?",,SCIENCE & TECHNOLOGY,NEPAL,"Ministry of Education, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SEYCHELLES?",,SCIENCE & TECHNOLOGY,SEYCHELLES,"Division on Science, Technology and Innovation (DSTI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BURKINA FASO?",,SCIENCE & TECHNOLOGY,BURKINA FASO,"Ministry of Higher Education, Scientific Research and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in UNITED STATES?",,SCIENCE & TECHNOLOGY,UNITED STATES,Office of Science and Technology Policy (OSTP),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NETHERLANDS?",,SCIENCE & TECHNOLOGY,NETHERLANDS,"Ministry of Education, Culture and Science (OCW)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in KUWAIT?",,SCIENCE & TECHNOLOGY,KUWAIT,NONE,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SIERRA LEONE?",,SCIENCE & TECHNOLOGY,SIERRA LEONE,"Ministry of Communication, Technology and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in FIJI?",,SCIENCE & TECHNOLOGY,FIJI,"Ministry of Education, Heritage and Arts",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in FINLAND?",,SCIENCE & TECHNOLOGY,FINLAND,Ministry of Education and Culture,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in KYRGYZSTAN?",,SCIENCE & TECHNOLOGY,KYRGYZSTAN,"Ministry of Science, Higher Education and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in URUGUAY?",,SCIENCE & TECHNOLOGY,URUGUAY,Ministry of Education and Culture (Ministerio de Educación y Cultura),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BURUNDI?",,SCIENCE & TECHNOLOGY,BURUNDI,Ministry of Education and Scientific Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NEW ZEALAND?",,SCIENCE & TECHNOLOGY,NEW ZEALAND,"Ministry of Business, Innovation and Employment",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SINGAPORE?",,SCIENCE & TECHNOLOGY,SINGAPORE,Ministry of Trade and Industry (MTI),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in UZBEKISTAN?",,SCIENCE & TECHNOLOGY,UZBEKISTAN,"Ministry of Higher Education, Science and Innovation of the Republic of Uzbekistan",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CABO VERDE?",,SCIENCE & TECHNOLOGY,CABO VERDE,Ministry of Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in FRANCE?",,SCIENCE & TECHNOLOGY,FRANCE,"Ministry of Higher Education, Research and Innovation (Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LAOS?",,SCIENCE & TECHNOLOGY,LAOS,NONE,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SLOVAKIA?",,SCIENCE & TECHNOLOGY,SLOVAKIA,"Ministry of Education, Science, Research and Sport of the Slovak Republic",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in VANUATU?",,SCIENCE & TECHNOLOGY,VANUATU,"Ministry of Science, Technology and Scientific Research",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CAMBODIA?",,SCIENCE & TECHNOLOGY,CAMBODIA,"Ministry of Industry, Science, Technology & Innovation (MISTI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GABON?",,SCIENCE & TECHNOLOGY,GABON,Ministère de l'Enseignement Supérieur et de la Recherche Scientifique et de l’Innovation Technologique,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LATVIA?",,SCIENCE & TECHNOLOGY,LATVIA,Ministry of Education and Science,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SLOVENIA?",,SCIENCE & TECHNOLOGY,SLOVENIA,"Ministry of Higher Education, Science and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NIGER?",,SCIENCE & TECHNOLOGY,NIGER,"Federal Ministry of Innovation, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in VENEZUELA?",,SCIENCE & TECHNOLOGY,VENEZUELA,Ministry of Science and Technology (Ministerio del Poder Popular para Ciencia y Tecnología),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GAMBIA?",,SCIENCE & TECHNOLOGY,GAMBIA,"Ministry of Higher Education, Research, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in AFGHANISTAN?",,SCIENCE & TECHNOLOGY,AFGHANISTAN,Ministry of Communications and Information Technology of Afghanistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CAMEROON?",,SCIENCE & TECHNOLOGY,CAMEROON,Ministry of Scientific Research and Innovation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LEBANON?",,SCIENCE & TECHNOLOGY,LEBANON,Ministry of Technology and Artificial Intelligence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NIGERIA?",,SCIENCE & TECHNOLOGY,NIGERIA,"Federal Ministry of Innovation, Science and Technology (FMIST)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SOLOMON  ISLANDS?",,SCIENCE & TECHNOLOGY,SOLOMON  ISLANDS,Ministry of Education and Human Resources Development (MEHRD),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in VIETNAM?",,SCIENCE & TECHNOLOGY,VIETNAM,Ministry of Science and Technology (MOST),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CANADA?",,SCIENCE & TECHNOLOGY,CANADA,"Innovation, Science and Economic Development Canada",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NICARAGUA?",,SCIENCE & TECHNOLOGY,NICARAGUA,"Ministry of Development, Industry and Trade (through the Science and Technology Council - CONICYT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ALBANIA?",,SCIENCE & TECHNOLOGY,ALBANIA,Ministry of Education and Sports,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GEORGIA?",,SCIENCE & TECHNOLOGY,GEORGIA,"Ministry of Education, Science and Youth of Georgia",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NORTH MACEDONIA?",,SCIENCE & TECHNOLOGY,NORTH MACEDONIA,Ministry of Education and Science,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LESOTHO?",,SCIENCE & TECHNOLOGY,LESOTHO,"Ministry of Information, Communications, Science, Technology and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SOMALIA?",,SCIENCE & TECHNOLOGY,SOMALIA,Ministry of Communications and Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CENTRAL AFRICAN REPUBLIC?",,SCIENCE & TECHNOLOGY,CENTRAL AFRICAN REPUBLIC,"Ministry of Higher Education, Scientific Research and Technological Innovation (MESRSIT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ALGERIA?",,SCIENCE & TECHNOLOGY,ALGERIA,Ministry of Higher Education and Scientific Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in YEMEN?",,SCIENCE & TECHNOLOGY,YEMEN,Ministry of Higher Education and Scientific Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GERMANY?",,SCIENCE & TECHNOLOGY,GERMANY,"Federal Ministry of Research, Technology and Space",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NORWAY?",,SCIENCE & TECHNOLOGY,NORWAY,"Ministry of Trade, Industry and Fisheries (Norway) - Research and Innovation Department",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LIBERIA?",,SCIENCE & TECHNOLOGY,LIBERIA,Ministry of Posts and Telecommunications,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ZAMBIA?",,SCIENCE & TECHNOLOGY,ZAMBIA,Ministry of Technology and Science (MoTS),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SOUTH AFRICA?",,SCIENCE & TECHNOLOGY,SOUTH AFRICA,"Department of Science, Technology and Innovation (DSTI)",ConfidenceLevel.HIGH
